citizenid,employment_status,annual_income
16322,Government Job,72415.52
89479,Private Job,43342.36
63045,Private Job,73725.18
15353,Self-Employed,81837.63
92217,Private Job,66034.37
63698,Private Job,56220.1
15719,Private Job,33287.96
52099,Self-Employed,29859.64
79970,Private Job,38354.35
37665,Self-Employed,65462.79
22691,Private Job,34439.27
90341,Self-Employed,57523.15
67086,Government Job,51632.57
81775,Self-Employed,63341.26
61421,Private Job,28176.86
11390,Government Job,84792.53
40037,Private Job,67085.24
39952,Private Job,4874294.84
35873,Private Job,69026.12
54915,Self-Employed,148213.9
21177,Self-Employed,25990.06
55359,Government Job,29847.29
79844,Private Job,66957.53
72095,Private Job,31688.21
49106,Government Job,79616.93
52391,Private Job,62908.99
80913,Private Job,29335.56
78570,Private Job,62431.2
16016,Private Job,73966.89
83483,Private Job,73855.42
13611,Private Job,49470.07
59717,Private Job,53064.62
12054,Private Job,69904.03
96533,Self-Employed,78322.86
42534,Private Job,73408.24
76430,Private Job,61362.57
62143,Private Job,69219.54
24411,Private Job,64793.3
80145,Self-Employed,60206.39
20034,Government Job,81101.18
36882,Private Job,64521.86
50201,Private Job,48302.2
18589,Self-Employed,489.27
40962,Self-Employed,84435.5
97615,Private Job,82931.68
48728,Private Job,72612.96
66783,Private Job,26997.79
17876,Self-Employed,69443.81
73074,Private Job,26825.28
52702,Self-Employed,29490.37
67337,Private Job,46503.41
30680,Private Job,44287.86
67288,Private Job,59391.15
99267,Private Job,39876.26
48911,Private Job,37150.59
79533,Private Job,65661.67
54427,Private Job,52045.94
59134,Government Job,28230.92
72428,Private Job,51985.97
42433,Private Job,71281.29
34402,Self-Employed,29065.9
17696,Self-Employed,80864.25
75591,Self-Employed,54064.33
30268,Self-Employed,56234.33
55514,Private Job,43265.95
48685,Private Job,64466.85
32285,Government Job,26308.51
83014,Private Job,70051.3
95753,Private Job,31048.85
95219,Self-Employed,52122.32
60376,Private Job,33974.41
30225,Private Job,35339.41
31272,Private Job,53332.49
73287,Private Job,28985.16
49576,Private Job,34142.9
97463,Private Job,58161.69
24827,Self-Employed,67460.23
52888,Private Job,46924.64
22077,Private Job,77817.19
72144,Self-Employed,34815.06
21451,Self-Employed,59195.79
35573,Self-Employed,30447.55
16724,Self-Employed,35215.55
23027,Private Job,80435.17
42753,Private Job,85560.39
43294,Private Job,85845.44
72045,Private Job,73826.75
64767,Private Job,37176.42
84429,Private Job,42450.9
23579,Government Job,30430.72
74457,Private Job,28297.03
72908,Private Job,69688.71
27486,Private Job,57964.74
98121,Private Job,65296.51
55857,Private Job,60385.18
87290,Self-Employed,25721.24
39679,Private Job,138103.68
52526,Private Job,44506.07
77130,Private Job,67163.77
32374,Self-Employed,77532.77
64585,Private Job,34417.64
33873,Private Job,32195.48
74426,Private Job,83492.0
66702,Private Job,84002.06
18797,Self-Employed,70752.63
85666,Government Job,28609.87
94371,Private Job,63444.93
82034,Self-Employed,32832.47
25618,Self-Employed,76569.68
68696,Government Job,43493.3
20676,Self-Employed,53980.47
87396,Private Job,36397.66
62244,Private Job,69231.33
25247,Private Job,55634.11
22255,Government Job,68056.14
29974,Private Job,44502.72
78100,Self-Employed,47986.6
26367,Self-Employed,79686.82
76317,Private Job,40509.59
91205,Self-Employed,80084.32
90929,Private Job,170549.84
93603,Private Job,29621.5
66376,Government Job,34692.35
21803,Private Job,65452.24
18586,Self-Employed,94574.84
36053,Self-Employed,90828.46
22743,Private Job,85644.87
81526,Private Job,81962.58
12727,Private Job,56013.18
76894,Private Job,57197.2
45025,Self-Employed,59979.24
48802,Private Job,73328.35
64111,Private Job,129059.88
16340,Private Job,58599.68
86341,Private Job,32183.91
81505,Government Job,76134.69
87520,Private Job,79004.87
24562,Government Job,80997.58
66645,Private Job,50657.67
18224,Self-Employed,38497.62
92628,Private Job,170550.21
88436,Private Job,32283.61
70936,Self-Employed,57002.35
82504,Private Job,41924.26
53582,Self-Employed,51064.52
43471,Private Job,142519.11
47188,Private Job,31039.07
57480,Private Job,37153.11
10886,Government Job,51743.32
47176,Private Job,35892.86
71839,Private Job,38737.3
49207,Private Job,26215.68
14285,Private Job,29456.6
17037,Private Job,32102.01
41780,Self-Employed,65051.29
93319,Self-Employed,34149.9
77816,Self-Employed,78716.33
58835,Government Job,72908.78
76166,Private Job,74855.2
85474,Government Job,46479.63
13861,Private Job,28520.2
34856,Private Job,29664.55
50917,Private Job,67073.28
93003,Private Job,81312.06
19887,Government Job,35692.32
33865,Private Job,77720.39
76683,Private Job,64832.26
99872,Private Job,66278.11
77025,Self-Employed,67555.75
22106,Private Job,28796.0
67296,Private Job,61833.81
19451,Private Job,54481.24
30254,Government Job,76031.72
97364,Private Job,51116.01
52671,Private Job,56080.7
65699,Private Job,60408.89
41951,Private Job,60790.79
58788,Private Job,49397.6
49126,Private Job,35140.02
32071,Self-Employed,40334.26
24701,Private Job,50156.88
91708,Private Job,62804.01
32511,Self-Employed,52724.87
99289,Private Job,73289.85
64350,Private Job,60078.52
77651,Private Job,45903.25
55989,Private Job,55325.24
91793,Self-Employed,46919.44
60804,Private Job,26850.31
82017,Self-Employed,42145.21
80753,Private Job,52503.79
13300,Private Job,40572.54
18394,Private Job,68893.27
51333,Private Job,77589.07
55339,Private Job,43113.91
54338,Self-Employed,26477.28
99589,Private Job,78407.61
76257,Self-Employed,60220.9
73943,Private Job,25354.83
20291,Self-Employed,55494.63
30681,Government Job,30901.97
36647,Government Job,66108.16
86313,Self-Employed,57563.62
64609,Government Job,80704.55
87804,Private Job,49098.3
30913,Private Job,81342.03
85864,Private Job,76024.62
51442,Self-Employed,70899.35
70918,Private Job,51717.48
67071,Government Job,50272.15
87844,Private Job,151843.59
32302,Private Job,49074.17
56033,Private Job,28152.3
57172,Private Job,61968.44
80489,Private Job,73673.09
91039,Private Job,70387.51
77096,Private Job,60553.19
85140,Private Job,46791.14
13182,Private Job,67382.94
67914,Private Job,57262.15
71145,Government Job,76224.42
20308,Private Job,41675.59
84269,Private Job,31227.41
79186,Private Job,25196.1
22820,Private Job,70324.77
51361,Private Job,61558.86
79887,Private Job,28654.7
38126,Private Job,76235.41
24499,Private Job,169554.49
50881,Private Job,54108.26
91651,Self-Employed,53140.26
76772,Government Job,99664.01
23009,Private Job,66757.74
28607,Private Job,63714.33
80222,Private Job,39562.27
64168,Private Job,64327.37
38955,Self-Employed,144746.87
80677,Private Job,77350.03
29833,Private Job,48897.14
34244,Private Job,42676.06
55356,Government Job,28666.11
67085,Private Job,61912.47
87908,Private Job,71077.66
75917,Private Job,84025.95
19035,Private Job,62329.46
23688,Private Job,52322.52
16152,Private Job,82045.42
31267,Private Job,35907.72
19129,Private Job,68212.47
30573,Private Job,44966.6
92273,Private Job,77550.35
92555,Private Job,70459.98
76680,Private Job,45350.69
30198,Self-Employed,72264.35
35075,Private Job,79315.59
12097,Private Job,40393.27
18633,Private Job,59873.38
26064,Private Job,102910.88
24982,Government Job,50597.42
46970,Private Job,81478.37
28829,Self-Employed,84310.25
71475,Private Job,31332.02
89970,Private Job,58475.5
84761,Government Job,57383.61
39701,Self-Employed,77989.02
79320,Government Job,72524.32
60055,Self-Employed,42513.84
94334,Private Job,56840.75
56462,Self-Employed,48068.64
27609,Private Job,46543.74
46403,Self-Employed,69588.44
32279,Private Job,61563.35
86211,Self-Employed,37134.55
54756,Private Job,62862.32
61233,Private Job,53283.66
17492,Private Job,45803.46
38402,Government Job,29058.31
17732,Private Job,81650.24
91988,Private Job,77562.52
16717,Private Job,43514.88
21471,Private Job,58936.89
73526,Self-Employed,159899.03
58370,Private Job,77745.21
72654,Self-Employed,56686.23
87649,Private Job,33650.93
31196,Private Job,53955.96
61956,Government Job,44153.7
36586,Private Job,52927.2
65334,Private Job,76727.15
90850,Private Job,49937.52
61554,Government Job,73763.23
63742,Private Job,39191.37
62316,Self-Employed,61217.56
42090,Self-Employed,50990.48
51977,Private Job,158153.36
21181,Private Job,84358.85
70961,Private Job,4478223.23
59709,Private Job,25046.38
61154,Private Job,47183.68
18880,Private Job,74616.12
15111,Private Job,48881.83
88432,Self-Employed,38268.09
38622,Government Job,77049.97
23609,Government Job,61095.38
44756,Private Job,58955.65
30988,Private Job,49450.77
41563,Private Job,34614.72
39958,Self-Employed,60111.14
43269,Private Job,55822.08
55727,Self-Employed,49527.97
29418,Private Job,29689.86
22783,Private Job,64708.6
40419,Government Job,63535.93
93912,Private Job,59103.62
77029,Self-Employed,93437.12
49808,Self-Employed,33020.76
39026,Private Job,43473.12
21126,Private Job,53661.35
54166,Private Job,69803.34
97307,Self-Employed,38597.29
10708,Private Job,73851.88
66509,Private Job,44469.13
88978,Private Job,65607.38
86017,Government Job,82152.75
60413,Private Job,68565.22
19509,Government Job,29225.06
41165,Self-Employed,47962.03
95980,Private Job,60267.81
76251,Private Job,66068.43
60803,Self-Employed,46034.03
77324,Private Job,51152.83
55034,Self-Employed,174711.41
10758,Private Job,47935.24
33143,Private Job,67577.2
44316,Self-Employed,80728.78
12788,Private Job,9431.71
34423,Private Job,72472.74
43619,Private Job,41052.8
76292,Private Job,57946.42
55907,Private Job,54165.63
47262,Private Job,25947.22
44690,Self-Employed,82241.33
65649,Private Job,53423.83
18194,Private Job,82532.66
94809,Private Job,65515.81
64727,Government Job,68199.72
35694,Private Job,123244.9
52266,Self-Employed,51046.06
12259,Private Job,77336.72
77305,Private Job,36311.52
42508,Private Job,83508.64
43982,Private Job,62594.99
50395,Private Job,45273.03
23380,Private Job,70100.74
74999,Self-Employed,70454.27
56946,Private Job,72248.35
50400,Private Job,42901.91
74909,Private Job,26566.12
49628,Government Job,79242.24
13653,Private Job,73649.9
32750,Private Job,49515.55
90782,Private Job,35139.47
97090,Government Job,97339.42
64207,Private Job,53598.16
97727,Private Job,43651.71
71962,Self-Employed,36837.43
27319,Self-Employed,54655.96
84614,Private Job,75610.76
83084,Self-Employed,60483.0
28025,Private Job,54733.13
14657,Private Job,85638.14
12740,Private Job,71378.89
72885,Private Job,33047.27
27497,Private Job,50428.4
31957,Self-Employed,53362.98
96024,Private Job,62243.61
34128,Private Job,66587.63
31939,Private Job,44857.71
76779,Self-Employed,47410.44
27969,Private Job,31311.72
96953,Private Job,30448.47
52451,Private Job,71236.43
30776,Private Job,81489.4
86773,Self-Employed,37006.16
73062,Self-Employed,81309.29
88909,Private Job,45967.28
87021,Self-Employed,78726.4
47973,Private Job,26588.88
89078,Self-Employed,30525.4
36971,Private Job,51518.43
72022,Private Job,76725.91
97002,Private Job,52402.26
75235,Private Job,76209.36
67779,Private Job,45786.32
74941,Private Job,33080.32
85524,Private Job,108287.68
23842,Government Job,81452.7
79705,Private Job,29666.67
13627,Private Job,68135.24
31688,Self-Employed,78862.41
46429,Private Job,32317.64
47518,Private Job,56666.63
67881,Private Job,28222.61
63999,Self-Employed,52993.32
78108,Private Job,73029.82
75119,Private Job,43544.6
69599,Self-Employed,39228.66
28804,Self-Employed,40351.34
58937,Private Job,73266.58
20901,Private Job,84396.74
27002,Private Job,38928.72
72595,Self-Employed,29188.26
22293,Private Job,32679.6
53583,Private Job,63322.93
53981,Self-Employed,66242.52
54136,Private Job,52408.08
54994,Private Job,171167.67
75328,Private Job,29839.32
20338,Private Job,81613.42
42283,Private Job,81727.29
13166,Private Job,49007.51
62981,Private Job,75078.69
12493,Private Job,79813.9
26680,Self-Employed,55990.99
85693,Private Job,61690.5
84041,Self-Employed,69718.91
36061,Private Job,79370.04
49723,Self-Employed,30435.6
34625,Government Job,28230.49
95322,Private Job,66178.05
37698,Government Job,131967.24
41588,Self-Employed,27907.96
91058,Private Job,31370.68
23373,Private Job,50766.66
28370,Private Job,36116.04
70958,Self-Employed,79829.04
43569,Government Job,45226.37
41804,Government Job,60230.2
18169,Private Job,25600.61
80927,Self-Employed,56318.98
51776,Private Job,74411.0
89808,Private Job,84069.92
62507,Private Job,66403.69
26168,Private Job,149454.58
92109,Private Job,37360.26
82185,Private Job,47145.27
40800,Private Job,128321.69
50773,Private Job,34568.81
33344,Private Job,1905259.75
20829,Private Job,45606.65
65347,Private Job,59239.72
93080,Private Job,54729.7
12182,Private Job,78295.64
33025,Private Job,37440.28
58452,Private Job,51453.02
61666,Private Job,63557.07
35458,Private Job,84847.1
50231,Private Job,38043.21
10151,Self-Employed,75818.16
50375,Private Job,62683.62
20163,Private Job,33166.99
76976,Private Job,72820.56
23745,Private Job,35669.44
69548,Private Job,67684.67
86841,Private Job,39676.58
83028,Private Job,53568.6
58560,Private Job,72779.84
53110,Private Job,63690.07
94137,Government Job,70160.79
61480,Self-Employed,74007.24
48037,Government Job,27120.12
91378,Self-Employed,54315.3
35925,Private Job,85123.61
60827,Private Job,73514.19
79791,Private Job,47314.38
82336,Private Job,42386.4
26783,Self-Employed,67993.47
23438,Private Job,33367.19
64424,Self-Employed,78845.08
56133,Private Job,29993.99
16729,Self-Employed,59105.4
98310,Private Job,76657.36
23203,Private Job,68918.27
71582,Private Job,54618.65
24544,Private Job,38998.62
98610,Private Job,61622.44
64656,Private Job,83944.6
33023,Self-Employed,30817.62
42796,Private Job,26923.7
83473,Private Job,50593.72
11430,Private Job,95352.56
41697,Government Job,61063.31
87434,Private Job,46841.49
44627,Private Job,68781.11
54873,Private Job,147055.2
60180,Private Job,56893.26
52282,Private Job,46175.16
89234,Private Job,73441.35
99930,Private Job,31063.43
60059,Government Job,27443.73
15903,Private Job,28466.4
65322,Private Job,179883.1
11318,Private Job,74668.09
30496,Self-Employed,73686.1
64491,Private Job,75677.36
59743,Self-Employed,42306.57
78767,Private Job,54984.45
83437,Private Job,44502.62
18257,Private Job,60828.08
37102,Self-Employed,76561.69
92550,Private Job,134651.79
46506,Self-Employed,26214.99
60211,Self-Employed,59755.65
30972,Private Job,2096825.47
20099,Private Job,37264.94
26617,Private Job,78072.35
70570,Private Job,83376.63
98982,Self-Employed,75512.93
31456,Self-Employed,27055.55
96786,Private Job,43467.9
87422,Private Job,39014.58
27017,Government Job,75401.75
75287,Private Job,26103.1
28241,Self-Employed,81287.93
17104,Private Job,60837.48
37942,Private Job,70388.66
40316,Private Job,52797.63
97175,Private Job,68130.56
46504,Private Job,45402.58
92783,Private Job,65270.92
82407,Private Job,51277.07
62588,Government Job,81847.29
22110,Self-Employed,81759.59
72351,Private Job,59788.81
64707,Private Job,72174.28
17656,Private Job,70281.27
66495,Private Job,68091.03
46262,Private Job,84418.69
17950,Private Job,78544.82
96771,Private Job,70465.27
86588,Private Job,6051.86
19871,Private Job,29821.29
26275,Private Job,106821.42
32038,Self-Employed,46657.95
91804,Private Job,45943.72
30574,Private Job,56242.56
47716,Private Job,77265.28
11199,Private Job,65985.9
27169,Government Job,72063.53
71430,Private Job,27543.15
45964,Self-Employed,28266.78
69345,Private Job,81638.17
54578,Private Job,37782.94
84776,Government Job,111673.47
87940,Private Job,109225.28
94996,Private Job,73469.96
39939,Private Job,58442.45
58186,Private Job,46331.08
23557,Self-Employed,71576.06
76173,Private Job,83858.33
34294,Private Job,40789.17
57281,Private Job,4121.0
48925,Private Job,46488.39
17168,Private Job,42891.27
29070,Private Job,64322.48
77645,Private Job,69180.41
47417,Self-Employed,54179.62
11910,Private Job,38089.09
60589,Private Job,44597.94
29402,Self-Employed,70587.94
24115,Private Job,78903.07
17142,Private Job,55986.54
37495,Private Job,40169.88
40016,Private Job,65605.12
26413,Private Job,64004.29
15104,Self-Employed,80464.16
56449,Private Job,42384.34
92774,Private Job,74859.63
92513,Government Job,65909.37
52069,Private Job,76238.01
92147,Private Job,31278.92
57162,Private Job,75460.53
34528,Self-Employed,54100.52
60537,Private Job,72246.62
21265,Private Job,39837.6
16658,Private Job,174783.79
74152,Private Job,46207.6
