citizenid,number_of_open_accounts,number_of_closed_accounts,total_loan_months,delinquent_months,total_dpd,enquiry_count,credit_utilization_ratio
66568,4.0,3.0,73.0,0.0,6.0,1.0,26.64
90315,8.0,6.0,139.0,11.0,117.0,6.0,98.18
69359,2.0,3.0,49.0,1.0,4.0,0.0,19.43
67931,4.0,3.0,58.0,0.0,18.0,1.0,12.55
47130,2.0,3.0,70.0,0.0,26.0,1.0,46.6
61909,2.0,3.0,48.0,1.0,7.0,1.0,48.25
47587,2.0,2.0,71.0,1.0,5.0,1.0,19.41
77210,4.0,1.0,21.0,0.0,11.0,0.0,28.6
73306,11.0,7.0,72.0,10.0,254.0,4.0,96.1
59587,2.0,3.0,68.0,0.0,9.0,1.0,44.62
12212,2.0,1.0,47.0,0.0,5.0,2.0,47.26
62863,5.0,3.0,80.0,0.0,13.0,0.0,36.11
14293,4.0,1.0,45.0,1.0,14.0,0.0,37.5
82658,4.0,2.0,48.0,0.0,29.0,0.0,11.09
17751,4.0,3.0,75.0,0.0,23.0,2.0,22.8
33388,3.0,1.0,16.0,1.0,27.0,1.0,33.63
81556,2.0,2.0,61.0,1.0,3.0,1.0,36.84
78087,4.0,1.0,80.0,1.0,1.0,2.0,31.91
67390,3.0,1.0,46.0,1.0,25.0,0.0,30.9
89769,4.0,2.0,13.0,1.0,4.0,0.0,17.76
84546,4.0,3.0,48.0,1.0,25.0,0.0,45.34
33127,5.0,2.0,23.0,1.0,1.0,0.0,12.97
45528,3.0,2.0,52.0,1.0,14.0,0.0,28.31
43812,2.0,3.0,61.0,0.0,10.0,0.0,27.89
53198,4.0,3.0,74.0,1.0,6.0,1.0,13.83
21668,4.0,3.0,63.0,0.0,25.0,2.0,27.37
21407,5.0,3.0,46.0,1.0,20.0,2.0,46.06
47731,4.0,1.0,57.0,0.0,17.0,1.0,15.94
86316,5.0,3.0,45.0,0.0,10.0,2.0,32.11
27415,4.0,3.0,63.0,1.0,12.0,2.0,39.63
79152,5.0,2.0,63.0,1.0,26.0,1.0,31.37
70651,3.0,2.0,12.0,1.0,14.0,0.0,21.45
97885,2.0,3.0,65.0,1.0,20.0,0.0,21.25
14731,3.0,1.0,34.0,0.0,23.0,2.0,12.08
75945,5.0,3.0,32.0,1.0,24.0,2.0,38.34
21791,5.0,3.0,16.0,1.0,6.0,1.0,17.98
56747,2.0,3.0,65.0,1.0,7.0,1.0,42.82
37790,4.0,1.0,39.0,0.0,22.0,0.0,17.09
87159,3.0,1.0,82.0,1.0,24.0,0.0,32.48
74138,4.0,1.0,29.0,0.0,13.0,1.0,22.75
81119,6.0,3.0,156.0,7.0,246.0,5.0,75.32
54567,4.0,2.0,31.0,1.0,13.0,0.0,36.16
99620,4.0,3.0,80.0,0.0,21.0,0.0,26.53
36565,5.0,3.0,43.0,1.0,26.0,1.0,45.71
80877,4.0,3.0,56.0,1.0,16.0,2.0,38.5
13016,9.0,2.0,167.0,5.0,112.0,7.0,79.91
75995,2.0,2.0,54.0,1.0,8.0,1.0,38.07
63350,4.0,3.0,68.0,1.0,1.0,2.0,38.34
97948,4.0,3.0,69.0,0.0,0.0,1.0,10.39
85014,11.0,7.0,145.0,5.0,287.0,5.0,94.82
33680,5.0,1.0,48.0,0.0,15.0,2.0,48.72
37367,4.0,1.0,74.0,0.0,5.0,1.0,15.99
15473,10.0,3.0,165.0,11.0,115.0,5.0,93.44
57835,5.0,1.0,44.0,1.0,17.0,1.0,15.02
59448,2.0,1.0,80.0,0.0,3.0,2.0,46.73
26329,11.0,6.0,158.0,4.0,197.0,4.0,77.52
88809,4.0,3.0,82.0,0.0,17.0,1.0,27.38
82380,3.0,3.0,42.0,1.0,12.0,2.0,48.78
30209,2.0,3.0,81.0,1.0,27.0,1.0,47.82
13241,5.0,3.0,75.0,0.0,15.0,1.0,30.2
47509,5.0,1.0,70.0,1.0,4.0,0.0,29.92
62301,3.0,2.0,58.0,1.0,22.0,1.0,27.22
71663,2.0,3.0,75.0,1.0,4.0,1.0,17.52
77805,4.0,2.0,43.0,0.0,19.0,2.0,27.99
69558,4.0,1.0,53.0,0.0,22.0,2.0,11.59
38727,3.0,1.0,39.0,0.0,14.0,2.0,25.47
60456,5.0,1.0,29.0,1.0,19.0,2.0,15.13
43296,2.0,3.0,29.0,1.0,29.0,2.0,40.12
30014,4.0,2.0,67.0,0.0,13.0,0.0,46.56
53735,2.0,2.0,56.0,0.0,12.0,0.0,49.23
27891,4.0,3.0,29.0,0.0,8.0,0.0,27.03
57108,3.0,3.0,17.0,1.0,24.0,1.0,27.75
67271,4.0,3.0,81.0,0.0,4.0,1.0,32.64
89013,2.0,2.0,15.0,1.0,23.0,0.0,47.21
40234,3.0,2.0,39.0,0.0,1.0,0.0,30.3
48326,5.0,2.0,76.0,1.0,18.0,1.0,19.66
99179,4.0,3.0,13.0,1.0,17.0,2.0,23.79
37443,8.0,3.0,150.0,11.0,308.0,5.0,94.56
48801,5.0,3.0,49.0,1.0,3.0,0.0,47.18
72500,3.0,3.0,47.0,1.0,23.0,0.0,26.88
19181,5.0,1.0,46.0,1.0,1.0,1.0,47.68
52034,3.0,1.0,35.0,1.0,10.0,2.0,18.14
26117,3.0,3.0,78.0,1.0,2.0,1.0,16.14
36750,3.0,2.0,12.0,1.0,0.0,1.0,38.04
78411,3.0,1.0,66.0,1.0,8.0,1.0,36.19
50145,2.0,1.0,83.0,1.0,29.0,0.0,26.06
74371,3.0,2.0,32.0,0.0,19.0,1.0,13.8
79159,4.0,2.0,37.0,1.0,4.0,0.0,44.06
70391,5.0,3.0,56.0,0.0,1.0,1.0,29.32
88269,2.0,2.0,55.0,1.0,14.0,0.0,49.37
97515,4.0,2.0,71.0,0.0,29.0,2.0,42.26
80291,4.0,1.0,30.0,0.0,20.0,0.0,41.92
73420,9.0,3.0,89.0,8.0,229.0,4.0,90.61
97659,4.0,1.0,28.0,0.0,3.0,2.0,34.69
57446,4.0,3.0,76.0,0.0,10.0,1.0,37.99
17363,3.0,2.0,16.0,1.0,7.0,2.0,48.86
47789,4.0,1.0,71.0,0.0,21.0,1.0,10.84
80460,3.0,2.0,77.0,1.0,12.0,1.0,28.17
27471,2.0,2.0,26.0,0.0,4.0,1.0,38.84
31700,2.0,1.0,59.0,1.0,28.0,2.0,11.83
24195,3.0,2.0,31.0,0.0,26.0,0.0,35.66
79130,2.0,2.0,50.0,0.0,5.0,1.0,24.96
21758,2.0,2.0,28.0,0.0,29.0,1.0,10.28
74269,5.0,2.0,57.0,1.0,10.0,1.0,45.21
76581,6.0,7.0,123.0,10.0,274.0,7.0,87.73
11866,4.0,3.0,20.0,1.0,11.0,1.0,38.9
71563,2.0,2.0,14.0,0.0,11.0,1.0,42.63
15707,4.0,2.0,32.0,0.0,15.0,1.0,34.85
25774,4.0,2.0,59.0,1.0,21.0,2.0,32.93
74653,4.0,2.0,76.0,0.0,27.0,0.0,39.68
24049,2.0,1.0,22.0,1.0,6.0,1.0,33.5
53295,3.0,1.0,71.0,0.0,12.0,0.0,39.03
32212,4.0,1.0,56.0,0.0,8.0,0.0,22.07
92091,3.0,2.0,32.0,1.0,24.0,0.0,42.0
66101,4.0,3.0,20.0,1.0,11.0,0.0,12.04
21854,2.0,3.0,66.0,1.0,23.0,0.0,38.19
98674,3.0,3.0,65.0,1.0,6.0,1.0,43.37
26461,3.0,2.0,59.0,1.0,28.0,0.0,27.15
83538,4.0,2.0,20.0,1.0,22.0,1.0,20.59
15671,5.0,2.0,42.0,1.0,6.0,1.0,21.72
32309,5.0,2.0,37.0,0.0,5.0,1.0,14.12
93237,5.0,3.0,56.0,1.0,23.0,0.0,42.63
10784,7.0,3.0,141.0,9.0,255.0,4.0,80.07
68135,4.0,3.0,76.0,1.0,11.0,2.0,31.05
88726,2.0,2.0,30.0,0.0,13.0,0.0,44.78
90737,2.0,2.0,33.0,1.0,28.0,1.0,48.72
63579,3.0,1.0,22.0,0.0,25.0,1.0,43.21
77698,2.0,1.0,53.0,1.0,4.0,1.0,19.44
98993,3.0,1.0,28.0,0.0,1.0,1.0,46.82
60863,3.0,2.0,57.0,0.0,22.0,1.0,25.19
36320,5.0,3.0,30.0,1.0,2.0,2.0,28.64
70543,5.0,3.0,71.0,0.0,20.0,2.0,10.18
64751,5.0,2.0,71.0,0.0,5.0,0.0,29.28
71655,5.0,2.0,25.0,0.0,29.0,1.0,31.61
89271,6.0,7.0,138.0,5.0,325.0,9.0,93.05
25692,5.0,1.0,69.0,1.0,12.0,0.0,13.81
54889,10.0,6.0,63.0,5.0,215.0,7.0,75.04
99918,2.0,2.0,33.0,1.0,0.0,1.0,13.4
19558,5.0,3.0,26.0,1.0,6.0,2.0,18.68
83235,3.0,2.0,22.0,1.0,29.0,1.0,33.01
15660,5.0,1.0,15.0,1.0,18.0,1.0,29.06
83456,5.0,3.0,55.0,1.0,4.0,0.0,14.15
46643,2.0,2.0,39.0,1.0,4.0,1.0,44.13
46061,4.0,2.0,32.0,1.0,8.0,1.0,25.82
28573,4.0,1.0,76.0,1.0,28.0,2.0,17.6
62856,3.0,2.0,51.0,0.0,8.0,2.0,29.04
17662,5.0,3.0,61.0,1.0,8.0,1.0,21.43
14664,4.0,2.0,71.0,1.0,29.0,1.0,31.76
18690,2.0,3.0,32.0,0.0,12.0,2.0,17.47
49733,3.0,3.0,65.0,1.0,19.0,0.0,35.48
42058,6.0,2.0,175.0,6.0,304.0,7.0,95.53
74568,4.0,1.0,82.0,1.0,10.0,2.0,46.4
19826,5.0,2.0,35.0,0.0,6.0,1.0,42.73
87945,4.0,2.0,28.0,0.0,17.0,2.0,37.42
28092,3.0,2.0,21.0,0.0,6.0,2.0,28.03
87334,4.0,1.0,23.0,1.0,13.0,2.0,49.13
39463,5.0,1.0,52.0,0.0,8.0,2.0,32.98
16748,10.0,2.0,150.0,8.0,205.0,7.0,95.9
24365,4.0,3.0,25.0,1.0,21.0,0.0,12.25
78454,3.0,1.0,13.0,0.0,2.0,0.0,38.87
97216,5.0,2.0,34.0,1.0,27.0,0.0,38.46
45261,4.0,1.0,72.0,0.0,21.0,0.0,31.76
99197,3.0,3.0,28.0,0.0,15.0,0.0,11.97
40051,11.0,6.0,151.0,4.0,307.0,9.0,77.48
55851,5.0,3.0,16.0,1.0,27.0,0.0,43.02
90884,8.0,2.0,61.0,5.0,307.0,8.0,95.68
94330,2.0,2.0,41.0,1.0,28.0,0.0,46.01
33910,4.0,1.0,69.0,0.0,0.0,2.0,33.18
56674,2.0,3.0,50.0,1.0,21.0,2.0,22.86
70768,4.0,3.0,17.0,1.0,0.0,2.0,34.62
29776,2.0,2.0,68.0,0.0,6.0,2.0,39.85
25975,2.0,2.0,22.0,1.0,25.0,2.0,33.69
93025,3.0,2.0,61.0,0.0,22.0,0.0,40.49
13737,2.0,3.0,22.0,1.0,4.0,2.0,23.43
72628,2.0,3.0,67.0,1.0,0.0,1.0,31.25
70735,2.0,3.0,33.0,0.0,3.0,0.0,15.27
30013,2.0,2.0,28.0,1.0,11.0,1.0,36.73
58748,6.0,4.0,71.0,6.0,211.0,9.0,90.39
80264,10.0,4.0,111.0,4.0,126.0,9.0,95.06
98144,11.0,4.0,146.0,7.0,225.0,4.0,99.06
11246,2.0,3.0,38.0,0.0,18.0,1.0,37.28
80483,2.0,3.0,53.0,1.0,4.0,2.0,22.37
38550,5.0,1.0,71.0,0.0,13.0,1.0,19.07
61740,4.0,3.0,73.0,0.0,12.0,0.0,11.45
80545,5.0,1.0,34.0,1.0,12.0,2.0,41.28
30106,4.0,2.0,12.0,0.0,4.0,0.0,15.1
42858,3.0,1.0,22.0,0.0,22.0,2.0,37.18
96697,5.0,1.0,73.0,0.0,0.0,2.0,47.69
86249,8.0,4.0,163.0,9.0,206.0,8.0,93.03
95243,3.0,1.0,56.0,1.0,26.0,2.0,21.29
23694,4.0,1.0,25.0,1.0,24.0,0.0,24.51
95169,5.0,1.0,19.0,1.0,9.0,1.0,14.42
24737,9.0,7.0,164.0,4.0,297.0,7.0,91.29
39034,3.0,3.0,74.0,0.0,29.0,1.0,11.53
18579,5.0,2.0,68.0,1.0,21.0,2.0,26.67
77502,2.0,2.0,79.0,1.0,13.0,1.0,28.54
79045,3.0,1.0,32.0,0.0,8.0,0.0,21.87
92619,11.0,4.0,80.0,6.0,214.0,5.0,82.21
31175,3.0,3.0,25.0,1.0,15.0,0.0,14.1
88719,3.0,3.0,18.0,1.0,29.0,1.0,17.53
31147,3.0,3.0,78.0,1.0,4.0,1.0,21.21
23244,2.0,3.0,40.0,1.0,21.0,0.0,21.14
21806,2.0,1.0,14.0,1.0,27.0,0.0,20.03
29899,4.0,1.0,21.0,0.0,19.0,1.0,37.41
46013,4.0,3.0,49.0,0.0,20.0,1.0,20.95
99778,4.0,3.0,72.0,1.0,22.0,2.0,13.03
40357,2.0,2.0,71.0,0.0,3.0,2.0,21.96
13050,3.0,2.0,78.0,1.0,5.0,1.0,26.94
54024,2.0,1.0,51.0,1.0,28.0,1.0,44.7
89370,11.0,3.0,94.0,8.0,165.0,9.0,80.26
37294,5.0,3.0,53.0,1.0,8.0,0.0,14.23
79427,5.0,2.0,32.0,1.0,22.0,1.0,10.23
10278,4.0,1.0,35.0,0.0,7.0,1.0,28.84
21337,3.0,3.0,47.0,0.0,21.0,0.0,35.18
65816,4.0,3.0,81.0,1.0,1.0,2.0,44.3
38156,3.0,3.0,73.0,1.0,26.0,1.0,16.69
56188,4.0,2.0,49.0,0.0,17.0,0.0,44.74
39182,7.0,3.0,72.0,7.0,318.0,5.0,93.89
96342,11.0,2.0,149.0,4.0,92.0,7.0,88.43
91222,7.0,4.0,164.0,6.0,345.0,9.0,94.2
97241,2.0,2.0,74.0,1.0,14.0,2.0,18.68
39308,5.0,2.0,29.0,1.0,11.0,1.0,17.53
39325,3.0,3.0,13.0,1.0,3.0,0.0,22.51
11480,2.0,3.0,79.0,1.0,27.0,1.0,38.09
90231,3.0,3.0,83.0,1.0,11.0,0.0,24.11
91123,3.0,3.0,48.0,1.0,2.0,1.0,40.49
13955,3.0,2.0,47.0,0.0,9.0,0.0,11.94
22600,5.0,3.0,63.0,0.0,27.0,1.0,49.25
94191,5.0,2.0,38.0,0.0,23.0,1.0,45.58
22786,3.0,1.0,51.0,0.0,3.0,0.0,17.65
48683,4.0,2.0,23.0,0.0,9.0,1.0,10.05
55103,2.0,1.0,72.0,1.0,5.0,2.0,36.65
34617,2.0,2.0,38.0,0.0,2.0,0.0,25.6
89416,5.0,3.0,53.0,1.0,24.0,0.0,16.52
29711,5.0,3.0,30.0,0.0,15.0,1.0,12.95
98911,4.0,3.0,79.0,0.0,28.0,2.0,42.08
19812,3.0,2.0,37.0,1.0,12.0,0.0,44.42
94448,5.0,1.0,20.0,1.0,22.0,2.0,28.17
43789,11.0,5.0,144.0,7.0,310.0,6.0,78.99
51736,5.0,2.0,33.0,0.0,25.0,1.0,22.36
90479,3.0,3.0,73.0,1.0,3.0,2.0,44.45
45248,2.0,1.0,80.0,0.0,18.0,2.0,10.51
19700,4.0,1.0,80.0,1.0,13.0,1.0,36.16
23981,3.0,1.0,55.0,0.0,19.0,2.0,23.32
45054,4.0,1.0,53.0,1.0,15.0,0.0,22.1
49273,2.0,2.0,51.0,1.0,26.0,0.0,49.74
19508,10.0,5.0,117.0,9.0,291.0,9.0,93.72
67327,3.0,2.0,56.0,0.0,10.0,1.0,41.68
27890,3.0,1.0,50.0,1.0,6.0,2.0,45.96
27320,5.0,2.0,67.0,0.0,27.0,1.0,42.8
92144,3.0,3.0,36.0,0.0,13.0,0.0,44.79
44181,5.0,3.0,73.0,1.0,24.0,0.0,31.78
78131,4.0,3.0,55.0,1.0,20.0,1.0,13.5
61200,2.0,1.0,30.0,0.0,3.0,2.0,26.41
56340,5.0,1.0,42.0,1.0,21.0,2.0,42.59
72893,4.0,1.0,54.0,1.0,0.0,0.0,10.52
92335,2.0,1.0,43.0,0.0,20.0,2.0,44.5
89053,4.0,1.0,68.0,0.0,14.0,1.0,14.0
43768,5.0,1.0,48.0,1.0,8.0,2.0,38.71
40282,9.0,3.0,93.0,11.0,318.0,4.0,87.42
53180,5.0,1.0,71.0,1.0,17.0,0.0,30.45
11348,2.0,1.0,20.0,1.0,14.0,0.0,12.6
31423,3.0,2.0,13.0,1.0,21.0,0.0,39.79
60136,2.0,1.0,80.0,1.0,27.0,2.0,27.57
40113,3.0,2.0,47.0,0.0,20.0,1.0,44.63
92238,5.0,3.0,32.0,1.0,26.0,0.0,10.51
94153,2.0,2.0,31.0,0.0,17.0,2.0,18.93
92528,3.0,1.0,24.0,0.0,11.0,0.0,10.48
65524,4.0,2.0,80.0,0.0,7.0,1.0,42.69
81237,4.0,3.0,43.0,1.0,5.0,0.0,32.15
24121,10.0,2.0,164.0,5.0,357.0,9.0,94.15
48542,3.0,1.0,38.0,0.0,13.0,1.0,31.62
86359,5.0,2.0,31.0,0.0,27.0,1.0,45.07
91940,6.0,3.0,135.0,10.0,132.0,8.0,99.7
93183,7.0,2.0,162.0,4.0,323.0,5.0,99.99
74531,4.0,2.0,63.0,0.0,26.0,2.0,48.01
65124,2.0,1.0,68.0,0.0,27.0,2.0,22.02
33722,5.0,1.0,56.0,0.0,23.0,0.0,16.41
24502,2.0,2.0,31.0,1.0,15.0,0.0,31.2
56833,5.0,1.0,63.0,1.0,18.0,2.0,35.17
52068,5.0,2.0,22.0,1.0,15.0,2.0,41.28
76910,5.0,1.0,36.0,0.0,8.0,2.0,36.38
87916,4.0,3.0,77.0,0.0,6.0,0.0,23.99
73231,10.0,7.0,79.0,6.0,332.0,4.0,87.4
97064,5.0,2.0,18.0,0.0,3.0,1.0,28.38
88918,5.0,1.0,12.0,0.0,5.0,0.0,41.09
76229,2.0,3.0,51.0,0.0,4.0,2.0,38.39
36760,5.0,1.0,61.0,0.0,8.0,1.0,39.08
22659,3.0,3.0,39.0,0.0,22.0,0.0,25.1
26264,3.0,3.0,53.0,0.0,29.0,0.0,36.89
62373,4.0,1.0,42.0,0.0,19.0,0.0,21.64
50296,3.0,2.0,78.0,1.0,15.0,0.0,29.47
97991,3.0,3.0,14.0,1.0,2.0,1.0,48.26
58251,7.0,5.0,119.0,11.0,168.0,7.0,95.52
22604,4.0,2.0,37.0,1.0,14.0,1.0,30.6
10618,5.0,3.0,68.0,0.0,2.0,0.0,47.64
70872,7.0,7.0,94.0,4.0,120.0,4.0,89.65
12530,5.0,2.0,48.0,0.0,24.0,0.0,26.22
79410,5.0,3.0,44.0,0.0,3.0,2.0,14.26
51985,5.0,3.0,27.0,0.0,12.0,2.0,49.33
33176,5.0,2.0,58.0,0.0,28.0,1.0,31.7
53404,5.0,2.0,42.0,1.0,9.0,2.0,49.88
27148,5.0,2.0,38.0,1.0,23.0,2.0,27.69
38177,4.0,2.0,26.0,1.0,24.0,2.0,47.95
64441,3.0,3.0,72.0,1.0,13.0,2.0,45.03
59388,5.0,2.0,23.0,0.0,4.0,1.0,49.86
43017,5.0,1.0,20.0,1.0,1.0,1.0,26.57
20254,5.0,2.0,71.0,0.0,4.0,0.0,14.32
59539,4.0,2.0,71.0,0.0,25.0,0.0,48.52
69511,4.0,1.0,24.0,1.0,10.0,2.0,48.47
18619,4.0,3.0,55.0,0.0,26.0,2.0,11.94
71815,3.0,2.0,31.0,0.0,29.0,2.0,28.2
17783,10.0,4.0,167.0,8.0,125.0,9.0,77.22
37125,2.0,2.0,14.0,0.0,25.0,2.0,26.24
39117,5.0,3.0,82.0,0.0,4.0,0.0,49.01
38178,8.0,2.0,76.0,6.0,308.0,6.0,77.39
61378,2.0,3.0,64.0,1.0,13.0,1.0,31.77
41463,2.0,2.0,17.0,1.0,0.0,0.0,36.06
85673,3.0,1.0,69.0,0.0,16.0,0.0,11.56
54907,4.0,3.0,39.0,1.0,19.0,1.0,24.89
11122,3.0,3.0,34.0,0.0,26.0,0.0,23.32
27888,5.0,3.0,36.0,1.0,27.0,0.0,41.48
23644,5.0,1.0,51.0,1.0,10.0,0.0,29.9
17884,5.0,2.0,67.0,0.0,13.0,1.0,17.08
88746,5.0,1.0,35.0,0.0,2.0,2.0,26.95
97543,10.0,3.0,145.0,8.0,246.0,9.0,95.89
21043,2.0,1.0,46.0,0.0,18.0,2.0,27.53
94408,3.0,3.0,47.0,0.0,29.0,0.0,38.29
50012,4.0,3.0,29.0,0.0,14.0,1.0,48.05
76447,2.0,2.0,64.0,0.0,13.0,2.0,16.54
56420,5.0,3.0,77.0,0.0,28.0,0.0,48.31
89696,3.0,1.0,50.0,0.0,5.0,2.0,23.55
73538,3.0,1.0,69.0,0.0,0.0,1.0,11.24
75999,2.0,1.0,54.0,1.0,19.0,2.0,34.8
51580,10.0,6.0,131.0,10.0,129.0,7.0,82.13
59144,2.0,2.0,78.0,1.0,24.0,0.0,42.03
33373,4.0,2.0,20.0,1.0,2.0,0.0,12.34
53135,3.0,2.0,23.0,0.0,26.0,1.0,40.92
51403,4.0,3.0,70.0,0.0,22.0,0.0,49.82
59523,2.0,2.0,51.0,1.0,18.0,0.0,32.72
81956,5.0,3.0,25.0,1.0,20.0,0.0,11.47
53911,2.0,2.0,20.0,1.0,5.0,0.0,38.03
28596,5.0,3.0,66.0,0.0,24.0,1.0,35.59
47654,10.0,7.0,167.0,4.0,189.0,4.0,89.75
96659,2.0,1.0,60.0,1.0,27.0,2.0,36.33
21751,4.0,3.0,18.0,1.0,4.0,1.0,43.43
86866,5.0,1.0,31.0,1.0,28.0,2.0,16.73
85384,3.0,1.0,76.0,0.0,28.0,0.0,41.74
90138,2.0,2.0,41.0,1.0,15.0,1.0,30.41
90188,3.0,1.0,18.0,1.0,12.0,0.0,10.1
96625,5.0,2.0,51.0,0.0,5.0,2.0,40.28
28142,2.0,3.0,46.0,0.0,12.0,1.0,12.94
93921,2.0,2.0,60.0,0.0,15.0,2.0,33.84
70214,2.0,3.0,12.0,1.0,7.0,1.0,26.46
82135,7.0,7.0,142.0,8.0,351.0,6.0,81.05
78704,3.0,1.0,83.0,0.0,3.0,2.0,10.67
80853,2.0,1.0,40.0,0.0,27.0,2.0,46.1
55239,4.0,2.0,66.0,1.0,0.0,1.0,19.56
43816,5.0,1.0,74.0,0.0,6.0,1.0,27.92
77181,4.0,2.0,32.0,1.0,10.0,0.0,13.25
29557,5.0,1.0,38.0,0.0,19.0,1.0,41.49
56858,3.0,3.0,65.0,1.0,22.0,0.0,17.0
20329,5.0,3.0,69.0,1.0,7.0,1.0,19.33
46349,2.0,2.0,78.0,0.0,10.0,0.0,26.3
29018,3.0,2.0,57.0,0.0,24.0,1.0,33.79
62578,5.0,3.0,34.0,1.0,24.0,2.0,12.53
83138,3.0,1.0,21.0,1.0,9.0,1.0,45.02
17890,4.0,2.0,20.0,0.0,18.0,2.0,14.19
31458,4.0,3.0,53.0,1.0,7.0,0.0,47.53
14009,4.0,2.0,47.0,1.0,9.0,2.0,45.35
49972,4.0,3.0,73.0,1.0,25.0,1.0,37.33
28259,2.0,2.0,56.0,0.0,5.0,1.0,11.6
31562,4.0,1.0,82.0,0.0,7.0,1.0,43.82
63921,10.0,3.0,97.0,5.0,123.0,8.0,76.79
88360,4.0,1.0,79.0,1.0,25.0,0.0,39.54
62694,10.0,6.0,146.0,9.0,253.0,4.0,99.7
97069,2.0,2.0,45.0,0.0,27.0,0.0,49.92
17281,4.0,1.0,43.0,1.0,19.0,0.0,23.38
43167,2.0,2.0,81.0,0.0,20.0,0.0,47.67
14549,5.0,1.0,68.0,0.0,22.0,0.0,48.26
48942,3.0,2.0,78.0,1.0,4.0,1.0,16.43
40376,4.0,2.0,76.0,0.0,26.0,0.0,37.76
73339,4.0,3.0,73.0,0.0,10.0,0.0,46.57
87861,5.0,2.0,62.0,0.0,7.0,2.0,10.75
80502,4.0,1.0,67.0,0.0,28.0,1.0,12.84
10712,4.0,3.0,57.0,0.0,23.0,0.0,26.17
59731,5.0,2.0,39.0,1.0,4.0,0.0,18.74
98133,2.0,2.0,66.0,0.0,25.0,1.0,42.48
38751,9.0,4.0,111.0,9.0,245.0,4.0,96.89
43704,4.0,2.0,20.0,1.0,3.0,2.0,18.15
82865,2.0,1.0,65.0,1.0,15.0,2.0,24.76
41384,10.0,4.0,77.0,11.0,209.0,6.0,97.37
66089,3.0,2.0,49.0,1.0,10.0,1.0,11.73
39818,4.0,2.0,19.0,0.0,21.0,1.0,19.83
44176,2.0,2.0,44.0,0.0,4.0,0.0,26.79
71803,5.0,1.0,63.0,0.0,7.0,2.0,37.48
68647,5.0,1.0,54.0,0.0,9.0,2.0,19.17
85089,5.0,3.0,77.0,1.0,25.0,0.0,38.43
11452,3.0,3.0,78.0,1.0,16.0,1.0,42.06
48478,2.0,3.0,54.0,1.0,26.0,1.0,21.72
98753,4.0,1.0,53.0,1.0,7.0,1.0,41.55
40201,3.0,1.0,78.0,0.0,3.0,0.0,12.79
22186,3.0,1.0,29.0,0.0,9.0,0.0,20.59
60942,3.0,1.0,73.0,0.0,22.0,2.0,27.49
62374,2.0,2.0,33.0,0.0,26.0,0.0,26.57
95083,2.0,3.0,53.0,0.0,21.0,0.0,38.5
56906,3.0,1.0,26.0,0.0,7.0,2.0,45.46
50207,3.0,2.0,76.0,0.0,23.0,2.0,45.74
75568,2.0,2.0,27.0,0.0,22.0,1.0,12.47
69008,2.0,1.0,60.0,0.0,28.0,0.0,17.15
43898,4.0,3.0,64.0,0.0,18.0,1.0,16.91
46385,4.0,1.0,51.0,0.0,4.0,0.0,38.21
47234,4.0,1.0,41.0,1.0,14.0,0.0,37.64
40819,2.0,3.0,53.0,0.0,22.0,2.0,21.31
88463,4.0,3.0,31.0,0.0,1.0,2.0,30.93
57389,4.0,3.0,54.0,0.0,26.0,0.0,18.89
90269,4.0,1.0,71.0,0.0,11.0,1.0,43.01
63081,5.0,1.0,39.0,1.0,9.0,0.0,18.96
68827,3.0,3.0,33.0,0.0,0.0,1.0,27.36
13102,5.0,3.0,32.0,0.0,16.0,1.0,36.34
27484,3.0,3.0,57.0,0.0,14.0,2.0,36.01
35721,3.0,1.0,17.0,0.0,12.0,2.0,39.4
25894,10.0,6.0,156.0,7.0,287.0,7.0,97.83
88316,5.0,3.0,63.0,0.0,6.0,1.0,19.07
51549,4.0,2.0,22.0,0.0,11.0,2.0,40.93
30385,4.0,3.0,73.0,1.0,14.0,2.0,22.87
63650,6.0,6.0,90.0,4.0,345.0,5.0,84.62
69041,2.0,2.0,73.0,0.0,25.0,1.0,43.47
19126,5.0,1.0,66.0,0.0,16.0,1.0,41.69
36337,2.0,1.0,44.0,1.0,20.0,2.0,31.54
85155,2.0,2.0,18.0,1.0,24.0,0.0,24.91
18913,5.0,2.0,33.0,1.0,13.0,0.0,34.77
65072,10.0,7.0,153.0,6.0,325.0,8.0,95.37
92888,3.0,2.0,13.0,1.0,21.0,2.0,45.59
60816,3.0,1.0,68.0,0.0,21.0,1.0,40.37
18081,3.0,3.0,13.0,1.0,12.0,0.0,18.62
10880,4.0,1.0,70.0,0.0,6.0,1.0,11.68
93130,3.0,3.0,70.0,1.0,23.0,1.0,47.79
62661,3.0,2.0,63.0,0.0,1.0,1.0,42.78
20950,3.0,1.0,79.0,1.0,27.0,2.0,29.1
35857,2.0,2.0,67.0,1.0,24.0,0.0,35.0
93937,5.0,3.0,50.0,0.0,25.0,0.0,19.95
37805,5.0,2.0,27.0,0.0,12.0,2.0,44.23
71318,2.0,2.0,37.0,1.0,20.0,2.0,43.93
46781,3.0,2.0,49.0,0.0,2.0,2.0,37.31
47229,3.0,2.0,76.0,1.0,16.0,0.0,45.09
31273,4.0,3.0,17.0,0.0,3.0,2.0,24.99
21078,5.0,1.0,20.0,0.0,13.0,0.0,23.71
92659,2.0,1.0,79.0,0.0,14.0,0.0,25.21
